task,iteration,success,elapsed_ms,max_cost,timeout_ms,error
swap-f-intended,1,true,145.955,20,5000,
swap-j-intended,1,true,29.013,20,5000,
swap-n-intended,1,true,1.436,20,5000,
swap-r-intended,1,true,1.215,20,5000,
